author,title,page_count,rating,ratingCount,firstPub_year,ogPub_year,Binding,language,followers,review_counts,Publisher,genres
Thomas  Harris,"The Silence of the Lambs (Hannibal Lecter, #2)",421,4.22,506980,1988,2002,Paperback,English,"6,343",7087,ArrowBooks,Horror
Arundhati Roy,The God of Small Things,321,3.95,266149,,,,,,,,
Viktor E. Frankl,Man's Search for Meaning,165,4.36,519355,1946,2006,Paperback,English,"5,169",28292,BeaconPress,Nonfiction
Kenneth Grahame,The Wind in the Willows,197,3.99,193770,1908,2005,Paperback,English,509,7089,PenguinBooks,Classics
C.S. Lewis,The Screwtape Letters,228,4.24,374231,1942,,Kindle Edition,English,"36,950",12984,,Fiction
Donna Tartt,The Secret History,559,4.13,410321,1992,2004,Paperback,English,"21,818",34171,Vintage,Fiction
Shel Silverstein,A Light in the Attic,176,4.34,407437,1981,2002,Hardcover,English,"9,030",3159,HarpercollinsChildrensBooks,Poetry
,The Hiding Place: The Triumphant True Story of Corrie T…,,,,,,,,,,,
,,,,,,,,,,,,
Tracy Chevalier,Girl with a Pearl Earring,233,3.91,675447,1999,2005,Paperback,English,"9,031",10691,Plume/Penguin,Historical
,"Uglies (Uglies, #1)",,,,,,,,,,,
Gaston Leroux,The Phantom of the Opera,360,3.96,213379,1909,1987,Paperback,English,840,7995,HarperPerennial,Classics
Stephen King,The Green Mile,592,4.46,274029,,,,,,,,
Wally Lamb,She's Come Undone,465,3.89,328422,1992,1998,Mass Market Paperback,English,"6,873",10491,Pocket,Fiction
Gail Carson Levine,Ella Enchanted (Ella Enchanted #1),232,3.99,401417,1997,1998,Paperback,English,"8,428",10957,ScholasticBooks,Fantasy
Maggie Stiefvater,"Shiver (The Wolves of Mercy Falls, #1)",392,3.76,459818,,,,,,,,
John Grogan,Marley and Me,291,4.13,458943,,,,,,,,
George R.R. Martin,"A Clash of Kings (A Song of Ice and Fire, #2)",969,4.41,842000,1998,2002,Paperback,English,"100,284",24987,Bantam,Fantasy
Haruki Murakami,The Wind-Up Bird Chronicle,607,4.16,242535,1994,1997,Paperback,English,"96,810",16137,Knopf,Fiction
José Saramago,Blindness,349,4.15,235341,1995,2013,Kindle Edition,English,"13,229",19165,MarinerBooks,Fiction
William Faulkner,The Sound and the Fury,366,3.86,166994,1929,1990,Paperback,English,"7,887",7866,VintageInternational,Classics
William Paul Young,The Shack,294,3.79,584800,2007,2008,Kindle Edition,English,"2,198",34105,WindblownMedia,Fiction
,Misery,,,,,,,,,,,
Diana Wynne Jones,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",329,4.27,261096,1986,2001,Mass Market Paperback,English,"9,310",19467,HarperTrophy,Fantasy
,"Marked (House of Night, #1)",,,,,,,,,,,
,The House of the Spirits,,,,,,,,,,,
Mary Ann Shaffer,The Guernsey Literary and Potato Peel Pie Society,291,4.18,674518,2008,2018,Paperback,English,"1,714",57598,DialPress,Historical
,Fear and Loathing in Las Vegas,,,,,,,,,,,
Ernest Hemingway,For Whom the Bell Tolls,471,3.97,265993,1940,1995,Paperback,English,"25,168",7391,Scribner,Classics
Bill Watterson,The Complete Calvin and Hobbes,1456,4.79,37880,,,,,,,,
Sarah J. Maas,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",626,4.6,611440,,,,,,,,
Gillian Flynn,Gone Girl,415,4.1,2618426,2012,2014,Paperback,English,"75,948",138637,BroadwayBooks,Fiction
Robert A. Heinlein,Stranger in a Strange Land,525,3.92,291121,1961,1991,Paperback,English,"8,413",8706,Ace,Science Fiction
Alex Haley,Roots,888,4.43,154285,1976,1980,Mass Market Paperback,English,774,3810,DellPublishingCompany,Historical
Scott O'Dell,Island of the Blue Dolphins,194,3.85,312469,1960,2010,Kindle Edition,English,663,8945,HMHBooksforYoungReaders,Young Adult
Stieg Larsson,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",566,4.22,687087,2007,2010,Hardcover,English,"14,821",29871,Knopf,Fiction
Laurie Halse Anderson,Speak,224,4.03,525831,1999,2019,Hardcover,English,"15,828",25912,"Farrar,StrausandGiroux(Byr)",Young Adult
John Green,Paper Towns,305,3.75,1112329,2008,2009,Paperback,English,"290,647",51218,Speak,Young Adult
Tim Butcher,Blood River,363,3.92,11575,2007,2008,Paperback,English,870,774,Vintage,Travel
Haruki Murakami,Norwegian Wood,296,4.03,439394,1987,2000,Paperback,English,"96,810",29004,VintageBooks,Fiction
,"Beautiful Disaster (Beautiful, #1)",,,,,,,,,,,
William Shakespeare,Othello,314,3.9,343962,1603,2004,Paperback,English,"38,624",7504,SimonSchuster,Classics
Lauren Oliver,"Delirium (Delirium, #1)",441,3.96,444891,2011,2012,Paperback,English,"118,613",27247,HarperCollins,Young Adult
Fyodor Dostoevsky,The Idiot,667,4.2,149924,1869,2003,Paperback,English,"40,744",6260,ModernLibrary,Classics
Janet Fitch,White Oleander,446,3.98,335538,1999,2001,Paperback,English,"86,015",7828,"Little,BrownandCompany",Fiction
William Shakespeare,King Lear,338,3.91,196333,1605,2004,Mass Market Paperback,English,"38,624",5183,Simon&Schuster,Classics
Stephenie Meyer,Midnight Sun [2008 Draft],264,4.01,150831,,,,,,,,
Cornelia Funke,"Inkheart (Inkworld, #1)",563,3.9,398293,2003,2005,Paperback,English,"11,798",12849,ScholasticPaperbacks,Young Adult
Jon Krakauer,Into the Wild,207,4,967887,1996,1997,Paperback,English,"12,018",23798,AnchorBooks,Nonfiction
Ki Longfellow,Flow Down Like Silver,301,3.87,5512,,,,,,,,
Anne Rice,"The Vampire Lestat (The Vampire Chronicles, #2)",481,4.07,185955,1985,2004,Paperback,English,"23,113",4098,BallantineBooks,Horror
T.H. White,"The Once and Future King (The Once and Future King, #1-4)",639,4.05,104547,1958,1987,Mass Market Paperback,English,971,4361,Ace,Fantasy
Neil Gaiman,"Neverwhere (London Below, #1)",370,4.17,469150,1996,2003,Paperback,English,"279,305",25027,WilliamMorrowPaperbacks,Fantasy
Wally Lamb,I Know This Much Is True,897,4.2,298773,1998,1999,Paperback,English,"6,873",9544,ReganBooks,Fiction
Arthur Conan Doyle,The Complete Sherlock Holmes,1796,4.49,182948,1927,1986,Paperback,English,"20,144",3938,BantamClassics,Classics
Haruki Murakami,Kafka on the Shore,467,4.14,367238,2002,2006,Paperback,English,"96,810",27126,VintageInternational,Fiction
Harriet Beecher Stowe,Uncle Tom's Cabin,438,3.89,210279,1852,1999,Paperback,English,880,8612,WordsworthClassics,Classics
,"Lamb: The Gospel According to Biff, Christ's Childhood …",,,,,,,,,,,
John Milton,Paradise Lost,453,3.82,149331,1600,2003,Paperback,English,"1,764",4359,PenguinClassics,Classics
,Candide,,,,,,,,,,,
Tim O'Brien,The Things They Carried,246,4.13,275571,1990,1998,Paperback,English,"2,251",15733,BroadwayBooks,Fiction
Ralph Ellison,Invisible Man,581,3.9,168766,1952,1995,Paperback,English,"1,328",6813,Vintage,Classics
Elizabeth Kostova,The Historian,704,3.79,255110,,,,,,,,
Roald Dahl,James and the Giant Peach,146,4.02,422688,1961,2002,Hardcover,English,"22,272",7730,AlfredA.Knopf,Childrens
,All Creatures Great and Small (All Creatures Great and …,,,,,,,,,,,
,The Complete Works,,,,,,,,,,,
Diane Setterfield,The Thirteenth Tale,406,3.97,293496,,,,,,,,
Walt Whitman,Leaves of Grass,624,4.11,93987,1855,2006,Paperback,English,"4,176",2803,SimonSchuster,Poetry
Isaac Asimov,"Foundation (Foundation, #1)",244,4.17,464518,1951,2004,Hardcover,English,"21,491",12591,Bantam,Science Fiction
Stephen King,Different Seasons,560,4.34,188492,1982,1995,Mass Market Paperback,English,"786,153",5185,WarnerBooks,Horror
Kristin Cashore,"Graceling (Graceling Realm, #1)",471,4.07,422914,,,,,,,,
H.G. Wells,The Time Machine,118,3.9,457727,1895,2002,Paperback,English,"8,635",12777,SignetClassics,Classics
Johanna Spyri,Heidi,352,4,183632,1880,2002,Paperback,English,516,4724,Kingfisher,Classics
Cassandra Clare,"City of Lost Souls (The Mortal Instruments, #5)",535,4.24,477829,,,,,,,,
John Irving,The Cider House Rules,973,4.14,170379,1985,2000,Hardcover,English,"13,077",4291,ThorndikePress,Fiction
Kazuo Ishiguro,Never Let Me Go,288,3.84,552363,2005,2010,Paperback,English,"25,784",38110,VintageBooks,Fiction
,"Mockingjay (The Hunger Games, #3)",,,,,,,,,,,
Patrick Rothfuss,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",994,4.55,478061,,,,,,,,
Judy Blume,"Are You There God? It's Me, Margaret",149,3.91,200459,1970,2001,Hardcover,English,"9,107",7121,RichardJackson/AthaneumBooksforYoungReaders,Young Adult
Jostein Gaarder,Sophie's World,403,3.95,226844,1991,1995,Paperback,English,"6,363",12616,Phoenix,Philosophy
J.R.R. Tolkien,The Lord of the Rings,1216,4.51,609585,1955,2005,Paperback,English,"62,862",12695,HoughtonMifflinHarcourt,Classics
Rainbow Rowell,Fangirl,483,4,666838,,,,,,,,
Rick Riordan,"The Son of Neptune (The Heroes of Olympus, #2)",521,4.42,480939,,,,,,,,
Henry David Thoreau,Walden,352,3.78,173340,1854,2004,Paperback,English,"5,119",6257,PrincetonUniversityPress,Classics
Ernest Cline,"Ready Player One (Ready Player One, #1)",374,4.24,994952,,,,,,,,
Kate Chopin,The Awakening,195,3.67,183307,1899,2006,Paperback,English,"1,204",8422,ElibronClassics,Classics
,"The Way of Kings (The Stormlight Archive, #1)",,,,,,,,,,,
Rick Riordan,"The Mark of Athena (The Heroes of Olympus, #3)",586,4.45,501969,,,,,,,,
William Styron,Sophie's Choice,562,4.18,85765,1979,1992,Paperback,English,737,2713,VintageBooks,Fiction
Pat Conroy,The Prince of Tides,679,4.24,200076,1986,2002,Paperback,English,"2,928",4518,DialPressTradePaperback,Fiction
Virginia Woolf,Mrs. Dalloway,194,3.79,251053,1925,2002,Hardcover,English,"18,846",12379,HoughtonMifflinHarcourt,Classics
Fannie Flagg,Fried Green Tomatoes at the Whistle Stop Cafe,416,4.28,282827,1987,2002,Hardcover,English,"3,938",7810,RandomHouse,Fiction
Jojo Moyes,"Me Before You (Me Before You, #1)",369,4.26,1348198,2012,2013,Paperback,English,"53,380",87227,PenguinBooks,Romance
R.J. Palacio,"Wonder (Wonder, #1)",315,4.4,904093,,,,,,,,
Charlaine Harris,"Dead Until Dark (Sookie Stackhouse, #1)",292,3.96,517445,,,,,,,,
E.L. James,"Fifty Shades Darker (Fifty Shades, #2)",532,3.84,810594,2011,2011,Paperback,English,"54,170",29696,TheWriter'sCoffeeShopPublishingHouse,Romance
Marie Lu,"Legend (Legend, #1)",305,4.16,468336,,,,,,,,
George Eliot,Middlemarch,904,3.99,145409,1871,2004,Paperback,English,"3,411",8793,Signet,Classics
Chinua Achebe,"Things Fall Apart (The African Trilogy, #1)",209,3.71,320070,1958,1994,Paperback,English,"3,100",15942,AnchorBooks,Fiction
Jon Stone,The Monster at the End of this Book,32,4.44,122635,1971,2004,Hardcover,English,45,3095,GoldenBooks,Childrens
Helen Fielding,"Bridget Jones's Diary (Bridget Jones, #1)",288,3.79,920823,1996,1999,Paperback,English,"4,363",10759,PenguinBooks,Fiction
Madeline Miller,The Song of Achilles,378,4.41,658122,2011,2012,Paperback,English,"41,410",77654,Ecco,Historical
Rainbow Rowell,Eleanor & Park,328,3.99,1007872,2012,2013,Hardcover,English,"136,734",71452,St.Martin'sPress,Young Adult
Philip K. Dick,Do Androids Dream of Electric Sheep?,258,4.09,388339,1968,2008,Kindle Edition,English,"18,130",15239,BallantineBooks,Science Fiction
C.S. Lewis,"The Magician's Nephew (Chronicles of Narnia, #6)",221,4.04,463584,1955,2005,Paperback,English,"36,950",15935,HarperCollinsPublishers,Fantasy
Neil Gaiman,Stardust,248,4.09,396546,1998,2006,Paperback,English,"279,305",20884,HarperPerennial,Fantasy
Brandon Sanderson,"The Final Empire (Mistborn, #1)",541,4.45,487635,,,,,,,,
J.D. Salinger,Franny and Zooey,201,3.97,198542,1957,2001,Paperback,English,"13,674",7606,BackBayBooks,Fiction
John Grisham,"A Time to Kill (Jake Brigance, #1)",738,4.09,753930,1989,2004,Paperback,English,"64,976",6034,Dell,Fiction
Bryce Courtenay,"The Power of One (The Power of One, #1)",544,4.33,83572,1989,1996,Paperback,English,"1,672",5514,BallantineBooks,Fiction
Arthur Conan Doyle,"The Hound of the Baskervilles (Sherlock Holmes, #5)",256,4.13,291934,1901,2001,Mass Market Paperback,English,"20,144",9593,Signet,Classics
Anna Sewell,Black Beauty,245,3.97,256171,1877,2003,Mass Market Paperback,English,565,5592,ScholasticPaperbacks,Classics
Lois Lowry,Number the Stars,137,4.16,500450,1989,1998,Mass Market Paperback,English,"19,160",14594,LaurelLeaf,Historical
Gayle Forman,"If I Stay (If I Stay, #1)",201,3.93,788275,,,,,,,,
Garth Stein,The Art of Racing in the Rain,321,4.22,477927,,,,,,,,
,A Short History of Nearly Everything,,,,,,,,,,,
Stephen King,"The Gunslinger (The Dark Tower, #1)",231,3.94,550214,1982,2003,Paperback,English,"786,153",20905,Plume,Fantasy
Alan Moore,V for Vendetta,296,4.25,286439,1990,2005,Hardcover,English,"17,619",6183,Vertigo,Sequential Art
Veronica Roth,"Allegiant (Divergent, #3)",526,3.61,925240,,,,,,,,
Neil Gaiman,The Graveyard Book,312,4.14,482021,,,,,,,,
Jack London,White Fang,252,4,168447,1906,2001,Mass Market Paperback,English,"5,889",5282,ScholasticPaperbacks,Classics
Jonathan Swift,Gulliver's Travels,306,3.58,249995,1726,2003,Paperback,English,"1,549",6261,Penguin,Classics
Roald Dahl,The Witches,208,4.16,354862,1983,1997,Paperback,English,"22,272",8869,ScholasticInc.,Fantasy
Jane Austen,The Complete Novels,1344,4.57,31067,1813,1996,Paperback,English,"55,283",681,Penguin,Classics
Robert Munsch,Love You Forever,32,4.36,219114,1986,1995,Paperback,English,"1,151",5578,FireflyBooks,Childrens
James Joyce,A Portrait of the Artist as a Young Man,329,3.63,136542,1916,2003,Paperback,English,"7,017",6048,PenguinClassics,Classics
John Steinbeck,East of Eden,601,4.39,466841,1952,2002,Paperback,English,"19,304",22212,PenguinBooks,Classics
Ann Patchett,Bel Canto,318,3.93,257973,2001,2005,Paperback,English,"14,014",16304,HarperPerennial,Fiction
Bret Easton Ellis,American Psycho,399,3.82,262155,,,,,,,,
Anonymous,القرآن الكريم,604,4.37,61676,632,650,Hardcover,Arabic,"2,716",3334,,Religion
E.L. James,"Fifty Shades Freed (Fifty Shades, #3)",579,3.84,772478,2012,2012,Paperback,English,"54,170",26872,VintageBooks,Romance
Unknown,Beowulf,245,3.46,266288,900,2001,Paperback,English,"1,364",7592,W.W.Norton&Company,Classics
Art Spiegelman,The Complete Maus,296,4.54,166404,1994,2003,Paperback,English,"2,117",9473,PenguinBooks,Sequential Art
Andy Weir,The Martian,384,4.4,935514,2011,2014,Hardcover,English,"34,864",78037,Crown,Science Fiction
,Tuck Everlasting,,,,,,,,,,,
Charles Frazier,Cold Mountain,449,3.87,231747,1997,2006,Paperback,English,"1,347",5988,GrovePress,Historical
Christopher Paolini,"Eldest (The Inheritance Cycle, #2)",704,4,392072,2005,2007,Paperback,English,"32,334",10255,KnopfBooksforYoungReaders,Fantasy
,"Dark Lover (Black Dagger Brotherhood, #1)",,,,,,,,,,,
Tahereh Mafi,"Shatter Me (Shatter Me, #1)",338,3.92,394865,,,,,,,,
,The Tell-Tale Heart and Other Writings,,,,,,,,,,,
William Faulkner,As I Lay Dying,288,3.72,147111,1930,1991,Paperback,English,"7,887",8436,Vintage,Classics
Beatrice Sparks,Go Ask Alice,213,3.76,252508,1971,2006,Paperback,English,901,11513,SimonPulse,Young Adult
Kami Garcia,"Beautiful Creatures (Caster Chronicles, #1)",563,3.76,571838,,,,,,,,
Robert Jordan,"The Eye of the World (The Wheel of Time, #1)",814,4.18,450392,1990,1990,Mass Market Paperback,English,"13,091",17387,TorBooks,Fantasy
John Knowles,A Separate Peace,208,3.59,201555,1959,2003,Paperback,English,313,8114,Scribner,Classics
William Shakespeare,Hamlet,289,4.03,813696,1601,2005,Paperback,English,"38,624",15149,CambridgeUniversityPress,Classics
,"A Child Called ""It"" (Dave Pelzer, #1)",,,,,,,,,,,
سید مرتضی مصطفوی,زندگی مه آلود پریا,204,3.68,753,,,,,,,,
Christopher Paolini,"Brisingr (The Inheritance Cycle, #3)",748,4.06,331560,,,,,,,,
Michael Chabon,The Amazing Adventures of Kavalier & Clay,639,4.18,192177,2000,2001,Paperback,English,"7,610",11374,PicadorUSA,Fiction
,Steppenwolf,,,,,,,,,,,
Jane Austen,Mansfield Park,488,3.86,310474,1814,2003,Paperback,English,"55,283",11528,PenguinBooks,Classics
Jennifer L. Armentrout,"Obsidian (Lux, #1)",335,4.15,259719,2011,2012,Paperback,English,"91,417",19249,EntangledTeen,Young Adult
Stephen King,Salem's Lot,483,4.04,375702,1975,1991,Paperback,English,"786,153",12837,NewEnglishLibrary,Horror
Ray Bradbury,The Martian Chronicles,182,4.15,231712,1950,1984,Mass Market Paperback,English,"20,107",9087,Bantam/Spectra,Science Fiction
Victor Hugo,The Hunchback of Notre-Dame,510,4,183545,1831,2001,Paperback,English,"10,724",5803,SignetClassics,Classics
David Mitchell,Cloud Atlas,509,4,232265,2004,2004,Paperback,English,"12,954",20373,RandomHouse,Fiction
Jerry Spinelli,"Stargirl (Stargirl, #1)",186,3.77,313106,2000,2002,Paperback,English,"3,395",15398,Scholastic,Young Adult
,,,,,,,,,,,,
Nicholas Sparks,Dear John,276,4.03,567950,2006,2006,Hardcover,English,"215,492",11867,WarnerBooks(NY),Romance
J.K. Rowling,"Harry Potter Series Box Set (Harry Potter, #1-7)",4100,4.73,267400,,,,,,,,
Dante Alighieri,Inferno,490,4.01,157442,1320,2003,Paperback,English,"4,402",5722,ModernLibrary,Classics
,"Robinson Crusoe (Robinson Crusoe, #1)",,,,,,,,,,,
Nicholas Sparks,The Last Song,390,4.15,528541,2008,2009,Hardcover,English,"215,492",12346,GrandCentralPublishing,Romance
Michael Ondaatje,The English Patient,320,3.87,121747,1992,2006,Hardcover,English,"3,332",5143,McClelland&Stewart,Fiction
Salman Rushdie,Midnight's Children,647,3.98,111275,1981,1995,Paperback,English,"9,196",7023,Vintage,Fiction
Philip Pullman,"The Amber Spyglass (His Dark Materials, #3)",465,4.09,329588,2000,2003,Mass Market Paperback,English,"21,720",11791,LaurelLeaf,Fantasy
Robin Waterfield,The Firm,76,4.04,596456,1991,2000,Paperback,English,272,3632,AddisonWesleyPublishingCompany,Fiction
Anthony Doerr,All the Light We Cannot See,531,4.32,1242949,,,,,,,,
Becca Fitzpatrick,"Crescendo (Hush, Hush, #2)",432,4,301519,,,,,,,,
Boris Pasternak,Doctor Zhivago,592,4.01,89402,1957,1997,Paperback,English,"1,030",3681,Pantheon,Classics
,Zen and the Art of Motorcycle Maintenance: An Inquiry I…,,,,,,,,,,,
Roald Dahl,The BFG,199,4.22,424674,1982,2001,Paperback,English,"22,272",11076,PuffinBooks,Fantasy
,"My Ántonia (Great Plains Trilogy, #3)",,,,,,,,,,,
Cassandra Clare,"City of Heavenly Fire (The Mortal Instruments, #6)",725,4.4,336781,,,,,,,,
Emma Donoghue,Room,321,4.07,761441,2010,2010,Kindle Edition,English,"10,436",48387,"Little,BrownandCompany",Fiction
Leigh Bardugo,"Crooked Kingdom (Six of Crows, #2)",561,4.61,399291,,,,,,,,
Sarah J. Maas,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",432,4.19,865485,,,,,,,,
Laura Esquivel,Like Water for Chocolate,222,3.95,340337,1989,1993,Paperback,English,"1,682",10744,BlackSwan,Fiction
Stephen King,11/22/63,849,4.31,468399,,,,,,,,
Kurt Vonnegut Jr.,Breakfast of Champions,303,4.07,237436,1973,1999,Paperback,English,"29,979",7837,DellPublishing,Fiction
Albert Camus,The Plague,308,4.02,206818,1947,1991,Paperback,English,"23,305",10764,VintageInternational,Fiction
Truman Capote,Breakfast at Tiffany's and Three Stories,142,3.87,229437,1958,1993,Paperback,English,"5,441",12162,VintageBooks,Classics
Diana Gabaldon,"Dragonfly in Amber (Outlander, #2)",947,4.33,315432,1992,2001,Paperback,English,"170,435",16069,Bantam,Historical
Robert Louis Stevenson,Dr. Jekyll and Mr. Hyde,139,3.83,454673,1886,2003,Paperback,English,"5,334",16111,SignetClassic,Classics
Charles Darwin,The Origin of Species,703,3.99,106562,1859,2004,Hardcover,English,"2,624",2703,CastleBooks,Science
Rohinton Mistry,A Fine Balance,603,4.35,138270,1995,2001,Paperback,English,"2,764",9855,Vintage,Fiction
,Midnight in the Garden of Good and Evil,,,,,,,,,,,
Philip Pullman,"The Subtle Knife (His Dark Materials, #2)",370,4.14,401922,1997,2018,Kindle Edition,English,"21,720",11355,RHCPDigital,Young Adult
Arthur  Miller,Death of a Salesman,117,3.55,204307,1949,1994,Hardcover,English,"2,282",5539,HeinemannLibrary,Plays
Kazuo Ishiguro,The Remains of the Day,258,4.14,238065,1989,2005,Paperback,English,"25,784",17633,Faber&Faber,Fiction
Laini Taylor,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",418,3.99,345335,,,,,,,,
Tennessee Williams,A Streetcar Named Desire,107,3.98,279972,1947,1952,Paperback,English,"2,773",4867,DramatistsPlayService,Plays
Rick Riordan,"The House of Hades (The Heroes of Olympus, #4)",597,4.54,321768,,,,,,,,
Alyson Noel,"Evermore (The Immortals, #1)",301,3.59,280497,,,,,,,,
David Foster Wallace,Infinite Jest,1088,4.26,81677,1996,2005,Paperback,English,"10,168",9703,BackBayBooks,Fiction
Niccolò Machiavelli,The Prince,140,3.83,289448,1532,2003,Paperback,English,"3,362",9834,DanteUniversityofAmericaPress,Classics
Colleen Hoover,"Hopeless (Hopeless, #1)",410,4.28,316712,2012,2012,ebook,English,"458,823",24428,,Romance
Ransom Riggs,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",352,3.91,1108664,,,,,,,,
George R.R. Martin,"A Feast for Crows (A Song of Ice and Fire, #4)",1061,4.14,668305,2005,2011,Mass Market Paperback,English,"100,284",22537,BantamBooks,Fantasy
Benjamin Alire Sáenz,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",359,4.35,389985,,,,,,,,
Leo Tolstoy,War and Peace,1392,4.14,290070,1869,1998,Paperback,English,"20,464",13674,OxfordUniversityPress,Classics
,The Grapes of Wrath,,,,,,,,,,,
Lisa See,Snow Flower and the Secret Fan,288,4.08,355696,2005,2005,Kindle Edition,English,"46,920",18504,RandomHouse,Historical
Ally Condie,"Matched (Matched, #1)",369,3.64,712551,,,,,,,,
Cormac McCarthy,"Blood Meridian, or the Evening Redness in the West",351,4.16,121897,1985,1992,Paperback,English,"18,639",10993,VintageBooks,Fiction
Stephanie Perkins,"Anna and the French Kiss (Anna and the French Kiss, #1)",372,4,410431,,,,,,,,
Laura Hillenbrand,Unbroken,492,4.36,849230,,,,,,,,
V.C. Andrews,"Flowers in the Attic (Dollanganger, #1)",389,3.83,180300,,,,,,,,
James Patterson,"The Angel Experiment (Maximum Ride, #1)",445,4.07,215915,2005,2006,Mass Market Paperback,English,"331,687",9566,GrandCentralPublishing,Young Adult
Johann Wolfgang von Goethe,"Faust, First Part",327,3.9,65601,1808,1988,Paperback,English,"4,992",1406,BantamClassics,Classics
Emmuska Orczy,The Scarlet Pimpernel,182,4.06,129596,1905,2005,Paperback,English,677,6830,QuietVisionPub,Classics
Sarah J. Maas,"Heir of Fire (Throne of Glass, #3)",565,4.46,399608,,,,,,,,
Jeffrey Eugenides,The Virgin Suicides,250,3.83,252384,1993,2002,Paperback,English,"8,300",11656,BloomsburyPublishingPLC,Fiction
,Houdini Heart,,,,,,,,,,,
Chaim Potok,The Chosen (Reuven Malther #1),304,4.05,89064,1966,1987,Mass Market Paperback,English,"1,283",4458,FawcettBooks,Fiction
Astrid Lindgren,"Pippi Longstocking (Pippi Långstrump, #1)",160,4.14,182740,1945,2005,Mass Market Paperback,English,"2,947",4307,PuffinBooks,Classics
Susanna Clarke,Jonathan Strange & Mr Norrell,1006,3.84,216928,2004,2006,Paperback,English,"6,460",15663,TorBooks,Fantasy
Annie Proulx,The Shipping News,337,3.87,136433,1993,2002,Paperback,English,"2,374",5374,ScribnerBookCompany,Fiction
Nick Hornby,High Fidelity,340,3.92,185181,1995,1996,Paperback,English,"8,707",6518,RiverheadBooks,Fiction
J.K. Rowling,The Tales of Beedle the Bard,109,4.05,449628,,,,,,,,
Kiera Cass,"The One (The Selection, #3)",323,4.18,516744,,,,,,,,
Eoin Colfer,"Artemis Fowl (Artemis Fowl, #1)",396,3.85,527277,2001,2003,Paperback,English,"10,565",12688,Disney-Hyperion,Fantasy
Sarah J. Maas,"Crown of Midnight (Throne of Glass, #2)",420,4.37,473696,2013,2013,Hardcover,English,"223,136",35541,BloomsburyUSAChildrens,Fantasy
Stephenie Meyer,"The Host (The Host, #1)",624,3.85,948768,,,,,,,,
Bernhard Schlink,The Reader,216,3.77,184831,1995,1997,Hardcover,English,"1,329",10987,Pantheon,Fiction
Gregory David Roberts,Shantaram,936,4.25,188026,2003,2004,Paperback,English,"3,126",14585,Scribe,Fiction
Jodi Picoult,Nineteen Minutes,440,4.13,322030,,,,,,,,
,Waiting for Godot,,,,,,,,,,,
Erik Larson,The Devil in the White City,447,3.99,589945,2002,2003,Hardcover,English,"63,335",35438,CrownPublishers,Nonfiction
Jane Austen,Northanger Abbey,260,3.84,339299,1817,2005,Paperback,English,"55,283",15477,Barnes&NobleClassics,Classics
,Redeeming Love,,,,,,,,,,,
Edith Wharton,The Age of Innocence,293,3.96,151460,1920,2004,Paperback,English,"3,528",7942,BarnesNobleClassics,Classics
Maya Angelou,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",289,4.26,462798,1969,1993,Paperback,English,"11,655",12945,BantamBooks,Nonfiction
William Gibson,"Neuromancer (Sprawl, #1)",292,3.9,286732,1984,2000,Kindle Edition,English,"11,601",11119,Ace,Science Fiction
James Joyce,Dubliners,207,3.85,133985,1914,2001,Paperback,English,"7,017",6775,OxfordUniversityPress,Classics
Dan Brown,"The Lost Symbol (Robert Langdon, #3)",509,3.73,562902,,,,,,,,
Neil Gaiman,Coraline,162,4.08,559723,2002,2006,Paperback,English,"279,305",25786,WilliamMorrowPaperbacks,Fantasy
J.R. Ward,"Lover Awakened (Black Dagger Brotherhood, #3)",434,4.44,170306,,,,,,,,
P.C. Cast,"Betrayed (House of Night, #2)",310,3.92,254768,,,,,,,,
Stephen King,Carrie,253,3.97,591926,1974,2005,Mass Market Paperback,English,"786,153",17566,PocketBooks,Horror
C.S. Lewis,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",248,4.09,426760,1952,2006,Hardcover,English,"36,950",8240,HarperCollins,Fantasy
Victoria Aveyard,"Red Queen (Red Queen, #1)",383,4.04,749372,,,,,,,,
Rebecca Wells,Divine Secrets of the Ya-Ya Sisterhood,383,3.84,537384,1996,2004,Paperback,English,"2,076",4491,HarperPerennial,Fiction
R.D. Ronald,The Elephant Tree,252,4.11,52174,,,,,,,,
,"I, Robot (Robot, #0.1)",,,,,,,,,,,
T.S. Eliot,The Waste Land,320,4.1,47697,1922,2000,Paperback,English,"4,377",1308,W.W.Norton&Company,Poetry
John Steinbeck,The Pearl,96,3.5,205041,1945,2002,Paperback,English,"19,304",9767,PenguinBooks,Classics
George R.R. Martin,"A Dance with Dragons (A Song of Ice and Fire, #5)",1125,4.32,594320,,,,,,,,
,To the Lighthouse,,,,,,,,,,,
P.C. Cast,"Untamed (House of Night, #4)",338,3.94,226478,,,,,,,,
Jonathan Safran Foer,Everything Is Illuminated,276,3.89,172607,2002,2003,Paperback,English,"13,162",8138,HarperPerennial,Fiction
